email	household_type	footage	heating_temp	cooling_temp	postal_code	utilities
lhauenstein@j-texon.com	house	1356		73	54464	electric,gas,liquid fuel
lhauenstein@sunnamplex.com	apartment	1192	74		29222	gas
lheintzman@dontechi.com	apartment	745	74	69	78081	electric
lhellickson@donware.com	townhome	1312	67	69	43103	gas
lhiatt@bioplex.com	condominium	2648	71	72	54220	electric
lhiatt@singletechno.com	house	1047		74	48532	electric
lhirpara@faxquote.com	apartment	683	66	71	08823	
lhirpara@warephase.com	condominium	746	75		53177	electric,gas
lhixenbaugh@fasehatice.com	townhome	931	65		88201	electric,liquid fuel
lhoa@donquadtech.com	townhome	572	67	71	83263	electric
lhochard@donware.com	apartment	623	69		33786	electric,gas,steam
lhochard@inity.com	house	799	74		64097	
lhochard@j-texon.com	townhome	948	72		27054	electric,gas
lhoffis@isdom.com	house	2225	76	73	25601	gas
lhoffis@streethex.com	house	3956	73	73	13066	gas
lhollack@isdom.com	house	1350	74	76	91730	
lhoneywell@gogozoom.com	apartment	536	71	69	94121	
lhoneywell@xx-holding.com	house	853	73	70	04782	gas
lhoogland@groovestreet.com	house	1153	73	73	11777	
lhughey@treequote.com	apartment	728	75	74	49245	electric
linouye@statholdings.com	apartment	392	74	71	67642	
lisenhower@iselectrics.com	apartment	404			97376	electric
lisenhower@scottech.com	house	1138	72	72	37387	electric
ljacobos@hatfan.com	apartment	874	67	72	36091	gas
ljacobos@zencorporation.com	apartment	1642	69	71	94529	gas,liquid fuel
ljayson@betasoloin.com	house	1350	70	74	52214	electric,steam
ljayson@yearin.com	condominium	580	71	75	29450	electric
ljillson@plusstrip.com	house	723	74	70	31193	
ljuhas@stanredtax.com	modular home	276	69	73	23076	electric,steam
ljuhas@zencorporation.com	townhome	650	72	75	44827	gas
ljulia@ganjaflex.com	house	1175	77	74	27212	electric,liquid fuel
ljulia@konex.com	house	941	71	73	52003	electric,gas
ljulia@ontomedia.com	apartment	934	74	68	84536	electric
ljurney@ganjaflex.com	townhome	1339	75		55346	electric
ljurney@zoomit.com	townhome	1172	71	71	58794	electric
lkalafatis@finjob.com	apartment	594	69	74	12172	electric
lkampa@plussunin.com	apartment	2095	78	71	14824	gas
lkaniecki@yearin.com	house	551	73	76	61629	electric
lkannady@bioholding.com	townhome	1852	68	73	30343	electric,gas
lkannady@faxquote.com	townhome	1508	71		25526	liquid fuel
lkarpin@yearin.com	condominium	609	72	74	90638	electric
lkeener@stanredtax.com	apartment	97	76		06706	
lkeetch@bioholding.com	house	2238	69	74	46069	electric,gas
lkeetch@golddex.com	apartment	492		74	01583	electric
lkeetch@hatfan.com	condominium	917	73	72	25057	electric,gas
lkeetch@rangreen.com	condominium	1124	73	71	41085	electric
lkeneipp@betatech.com	townhome	659	76		59063	electric,steam
lketelsen@bioholding.com	modular home	146	73	71	61067	
lketelsen@doncon.com	house	865	69	76	76103	gas
lketelsen@finhigh.com	modular home	209	75	76	64739	liquid fuel
lkiel@condax.com	townhome	2033	66	73	77255	gas
lkines@gogozoom.com	apartment	856			92190	gas
lkines@konex.com	house	842	72	74	20765	gas
lkippley@mathtouch.com	condominium	1135	73	73	46923	gas
lkippley@sumace.com	house	1628	76	72	48307	electric
lkippley@y-corporation.com	house	790	69	70	57547	electric,steam
lkitty@cancity.com	house	768	72	75	79915	gas
lklang@kan-code.com	modular home	336	71	72	63353	
lklang@nam-zim.com	apartment	463	66		20405	electric,gas
lklang@silis.com	modular home	1134			35216	liquid fuel
lklimek@xx-holding.com	apartment	1107	69	72	11365	liquid fuel
lklonowski@scotfind.com	townhome	573			58238	electric,steam
lkohl@plusstrip.com	apartment	914	71		66754	electric
lkohl@xx-holding.com	townhome	719	67	73	93627	
lkohnert@plussunin.com	apartment	883	71	71	13809	liquid fuel,steam
lkohnert@zumgoity.com	apartment	404	66		18815	electric
lkorando@blackzim.com	townhome	1408	70	73	95102	electric,liquid fuel
lkownacki@opentech.com	apartment	71	74	70	45732	gas
lkusko@ron-tech.com	house	252		70	85713	
lkusko@y-corporation.com	condominium	1406	73	72	15213	electric,gas
llabreche@rundofase.com	apartment	2081	73	72	46885	
llabreche@treequote.com	apartment	651	76	68	38686	
llace@bioplex.com	townhome	1980	70	73	83552	electric
llace@isdom.com	apartment	64	75	71	62837	electric,gas
llace@xx-zobam.com	apartment	811	71	69	57436	
llary@groovestreet.com	condominium	2020	70	71	73553	gas
llawler@gogozoom.com	house	2171	78		63167	
llawler@inity.com	house	807	73	74	50670	electric,liquid fuel
lleto@labdrill.com	townhome	2066			01139	gas,liquid fuel
lleto@plussunin.com	townhome	2819	74	69	60938	gas
llinahan@lexiqvolax.com	house	2353	76	75	98660	electric,gas
llindall@conecom.com	townhome	1014		74	07078	electric,gas,liquid fuel
llipkin@finjob.com	apartment	420	74	75	84715	gas
llipkin@zumgoity.com	house	813			99763	
llizama@year-job.com	apartment	850			46714	steam
lloder@konmatfix.com	tiny house	52		72	97368	gas
llother@ganjaflex.com	house	127	70	71	43135	electric,gas
llother@treequote.com	house	1312	71	73	86549	gas,liquid fuel
llother@zoomit.com	house	1316	76	69	93628	electric,liquid fuel
llueckenbach@year-job.com	apartment	989	76		43236	electric,liquid fuel
llukasik@statholdings.com	house	1457	72	74	95813	electric
llungren@plexzap.com	apartment	785	71	71	68313	electric,steam
lmaclead@donware.com	apartment	1506	70	76	02675	
lmadarang@dambase.com	townhome	775	71	76	04903	electric,gas,liquid fuel
lmai@finjob.com	condominium	1101	72		16647	electric,gas
lmai@sunnamplex.com	apartment	91	65	70	18641	
lmaillard@kan-code.com	house	1795	73		78070	liquid fuel
lmaillard@singletechno.com	condominium	431	65	71	10597	electric,gas,liquid fuel
lmaisto@faxquote.com	house	728		73	62896	
lmaisto@iselectrics.com	apartment	466	66		64434	electric,gas,liquid fuel
lmaisto@stanredtax.com	apartment	869		69	38133	electric,liquid fuel
lmaisto@y-corporation.com	townhome	526	68		30816	electric,gas,liquid fuel
lmallett@betasoloin.com	house	1980	64	69	83721	electric
lmallett@condax.com	house	1576	73		36462	electric
lmallett@scotfind.com	house	2865	70	76	58656	
lmalvin@sonron.com	apartment	455	76	75	27804	electric,liquid fuel
lmalvin@stanredtax.com	house	828	70	70	53995	electric,gas,liquid fuel
lmalvin@zathunicon.com	house	1333	71	75	68138	
lmanno@bioplex.com	house	326			41559	electric,gas
lmarrier@plexzap.com	apartment	71	70	76	81434	electric,gas
lmartabano@ron-tech.com	house	1848	70	73	60478	electric
lmatuszak@betatech.com	house	1986	69		85288	electric,liquid fuel,steam
lmaybury@plexzap.com	apartment	1169	72	74	05076	electric,liquid fuel
lmcdoniel@dambase.com	townhome	1176	72	72	57366	electric
lmclaird@groovestreet.com	condominium	550	75	68	72350	electric,gas,liquid fuel,steam
lmclaird@xx-holding.com	modular home	579	71		62067	
lmconnell@xx-holding.com	house	734	74		80536	
lmcrae@inity.com	house	727	71	72	98561	electric,gas,steam
lmeinerding@zoomit.com	house	1590	74	72	20617	electric,gas
lmeisel@zotware.com	apartment	482	71	75	19027	electric
lmenter@hottechi.com	apartment	2234	72	73	17580	
lmenter@opentech.com	apartment	1365	66	72	33018	electric,liquid fuel
lmerced@rundofase.com	modular home	1259	67	73	90295	gas
lmerced@yearin.com	apartment	998	77		70443	
lmeteer@doncon.com	house	2813	65	73	93120	
lmiceli@betasoloin.com	apartment	748	75	73	05874	electric,gas,liquid fuel
lmiro@singletechno.com	apartment	826		70	83444	
lmodzelewski@funholding.com	townhome	2639	74	72	23050	gas
lmodzelewski@gogozoom.com	modular home	15	75	72	41531	
lmonarrez@bioplex.com	apartment	559		74	47990	electric,gas
lmonarrez@ron-tech.com	condominium	922	73	70	23420	electric
lmonarrez@zathunicon.com	apartment	547	75	69	78224	electric
lmondella@toughzap.com	apartment	1900	66		62704	
lmonterrubio@doncon.com	house	294	71	72	24468	electric,liquid fuel,steam
lmonterrubio@rangreen.com	apartment	120	67		94043	
lmorocco@donquadtech.com	apartment	1657	70		36549	gas
lmotley@dalttechnology.com	townhome	1242	71	72	32628	
lmoyd@dontechi.com	apartment	887	69	75	10701	
lmulqueen@bioholding.com	house	1471	67		10157	
lmulqueen@isdom.com	house	4230	73		64763	gas
lmulqueen@nam-zim.com	house	293	74	72	80433	electric,gas
lmulqueen@xx-holding.com	house	1203	73		25429	electric
lmunis@condax.com	modular home	601	70	75	18343	gas
lmunis@domzoom.com	modular home	18	68	73	38068	electric,gas
lmunis@xx-holding.com	apartment	383	71	74	35587	liquid fuel
lmyricks@newex.com	house	2338	69	75	16616	electric,gas
lnabours@kinnamplus.com	house	900		73	79110	gas
lnabours@plusstrip.com	house	1846	73	72	89533	electric
lnewville@dontechi.com	apartment	745	70	71	94166	gas
logg@inity.com	apartment	1173	66		83542	electric
loldroyd@donquadtech.com	house	803	71		31139	electric
lonofrio@newex.com	apartment	893	76	75	03741	electric,steam
lonofrio@xx-holding.com	house	2130	73	73	55116	electric,gas,liquid fuel,steam
lostolaza@plusstrip.com	house	844	78	73	54473	gas
lpaa@scottech.com	apartment	1594	71	74	50336	
lpadilla@ganjaflex.com	condominium	166	70	74	92078	gas
lpadilla@toughzap.com	house	218	70	71	62283	electric
lpalaia@betatech.com	house	656	66	71	71866	liquid fuel
lpalaia@isdom.com	condominium	632	77	75	77960	electric,steam
lpalaia@warephase.com	apartment	897	72	76	25115	electric,gas
lpalaia@yearin.com	apartment	874	69	73	63384	
lpapasergi@zotware.com	modular home	364		74	66845	electric,liquid fuel
lparlato@fasehatice.com	apartment	955	71	70	43435	
lparvis@betasoloin.com	house	1228		73	29452	electric,gas,liquid fuel
lpaskin@groovestreet.com	house	3174	73		08030	electric
lpaskin@isdom.com	condominium	1107	67	74	28787	gas,liquid fuel,steam
lpatak@lexiqvolax.com	apartment	565	75	72	56432	electric,gas
lpawlowicz@rangreen.com	condominium	1965	74		19457	gas
lpedrozo@silis.com	condominium	769	76	76	41743	gas
lpelkowski@donquadtech.com	house	1607	72	73	72381	
lperez@ron-tech.com	townhome	125	74		70184	
lperez@zathunicon.com	modular home	256	73		37118	gas,liquid fuel
lperin@groovestreet.com	house	1566	76	71	94525	electric
lperruzza@ron-tech.com	modular home	72	73	73	79252	
lpinilla@hottechi.com	apartment	453	78		79975	electric,gas
lpinilla@isdom.com	townhome	1059	73		12477	electric
lpontoriero@warephase.com	apartment	69	69	74	53804	
lpoullion@golddex.com	apartment	748	71	71	58047	
lpoullion@sonron.com	house	1439	70	74	51451	electric,gas,liquid fuel
lpugh@funholding.com	house	3029	70	69	70071	electric,gas
lpugh@yearin.com	house	1524	78	74	81102	electric,liquid fuel
lradde@hatfan.com	townhome	1295	74	73	95824	electric
lradde@zencorporation.com	apartment	967	66	73	56567	gas
lragel@sonron.com	apartment	419		75	23890	electric,liquid fuel,steam
lrauser@donware.com	apartment	848			98033	electric
lrauser@gogozoom.com	modular home	339	73	73	00611	electric,gas
lraymo@fasehatice.com	apartment	481	78	72	25423	electric
lregusters@singletechno.com	townhome	578	70	73	43914	gas,liquid fuel
lreiber@domzoom.com	townhome	110	73	72	20080	electric,gas
lreiber@yearin.com	apartment	393	69	72	66701	electric
lreitler@bioplex.com	apartment	434	76		55723	gas
lrentfro@betatech.com	house	2684	73	74	41735	gas
lrentfro@goodsilron.com	house	1562		76	75658	electric,gas
lrhoden@kinnamplus.com	house	2449	68	69	77964	steam
lriden@inity.com	condominium	2103	74	70	16670	electric
lrim@nam-zim.com	apartment	1084	73		95056	electric
lrim@singletechno.com	house	718		71	86020	gas
lriopelle@zoomit.com	apartment	460		75	05674	electric
lrochin@ontomedia.com	apartment	383	76	74	98587	liquid fuel
lrodefer@inity.com	apartment	1385	66	73	80117	gas
lrodefer@zencorporation.com	house	811	72		21740	gas
lrodeigues@konmatfix.com	townhome	1045	68	72	45003	electric,gas
lrodenberger@golddex.com	house	1869	76	74	43335	electric
lrowling@rundofase.com	modular home	784	76	72	32653	electric,gas
lroyster@condax.com	apartment	1275	73	73	59500	electric
lroyster@newex.com	house	747	65	71	01843	gas
lrulapaugh@green-plus.com	apartment	506	76	75	25729	gas,steam
lruta@treequote.com	house	67	69	71	12454	electric,gas,steam
lryser@warephase.com	house	2429	76	76	65049	
lsahagun@betasoloin.com	apartment	745	65		34450	
lsama@rantouch.com	apartment	481	69	69	26447	steam
lsarao@golddex.com	condominium	1003	65	74	10550	
lsarao@plexzap.com	apartment	966	73		15090	gas
lsarbacher@green-plus.com	condominium	66	70	75	33777	
lsarbacher@warephase.com	condominium	879	70	71	04253	
lsaulter@konmatfix.com	townhome	1056	69	69	49319	gas
lsaulter@rundofase.com	house	1350	72	71	58301	electric
lsawchuk@konmatfix.com	condominium	362	71		48811	electric,gas,steam
lsaylors@plussunin.com	apartment	388	72	76	76461	gas,steam
lschemmer@golddex.com	townhome	515	71	73	72906	
lscheyer@plussunin.com	townhome	741	71	73	71286	
lschieler@toughzap.com	house	284	71		48318	electric
lschirpke@lexiqvolax.com	house	129	64	74	01832	
lschmierer@hottechi.com	townhome	1368	69	75	65793	gas
lschmierer@zathunicon.com	house	1324	66	75	15902	electric
lschoeneck@dontechi.com	apartment	512	73	71	92564	
lschoeneck@kan-code.com	condominium	73	68		64079	electric,gas
lscriven@green-plus.com	apartment	922	71		57029	steam
lseewald@bioplex.com	apartment	971	67	74	61615	
lsetter@zathunicon.com	modular home	331			47032	gas,steam
lshadrick@sunnamplex.com	house	1402	64		20456	liquid fuel
lshealy@doncon.com	townhome	107		69	60406	liquid fuel
lshin@fasehatice.com	house	744	78	74	64752	electric,gas
lshin@statholdings.com	house	1429	75	74	14216	electric,gas
lshire@dalttechnology.com	apartment	150	70	74	20104	electric
lshire@scottech.com	apartment	53			68336	
lskursky@betatech.com	house	1547	68	75	33155	steam
lskursky@kan-code.com	house	759			83536	gas,liquid fuel
lslayton@ontomedia.com	townhome	1172	69		61457	electric,gas,liquid fuel
lsmith@goodsilron.com	townhome	619	74	71	06151	electric
lspringe@j-texon.com	house	893	68	72	18656	electric,gas
lsteffensmeier@sumace.com	apartment	1147	74		03815	
lsteier@betasoloin.com	townhome	260	68		38067	electric
lstenseth@statholdings.com	condominium	534	70	71	06059	gas
lstenseth@zumgoity.com	townhome	626	70		88534	electric
lstimmel@streethex.com	house	1307			08526	
lstockham@betatech.com	modular home	472	70		65770	electric
lstockham@groovestreet.com	house	2171	65	69	16616	liquid fuel,steam
lstoltzman@ontomedia.com	house	1241	68	75	73193	electric,gas,liquid fuel
lstoltzman@rantouch.com	apartment	553	76	75	11708	electric,gas,liquid fuel
lstoltzman@sonron.com	house	1721	73		50587	electric
lstoltzman@warephase.com	townhome	1268	68	74	82422	gas
lstuer@kinnamplus.com	house	198	71		88046	electric,gas
lsweely@sunnamplex.com	house	123			27930	electric,gas,liquid fuel
lsweigard@cancity.com	house	2184	74	70	24138	gas,liquid fuel
lsweigard@funholding.com	house	3016	66	74	20121	electric,gas,liquid fuel
lsyrop@hatfan.com	apartment	137	70	73	56130	gas
lsyrop@openlane.com	house	1776	73	72	77017	electric,gas,steam
lsyrop@plexzap.com	house	1733	72	71	61460	gas
lsyrop@rantouch.com	apartment	1997	68	69	65701	electric,steam
ltagala@blackzim.com	house	733	74	73	80275	electric
ltagala@funholding.com	townhome	1591	76	76	78580	gas
ltawil@groovestreet.com	modular home	525	74		89421	steam
ltawil@mathtouch.com	house	1415	72		95759	
ltawil@scottech.com	apartment	3049		72	66012	electric,steam
ltawil@statholdings.com	apartment	51	70	70	12817	
ltawil@y-corporation.com	house	1139	72	71	24017	electric
ltheodorov@cancity.com	house	1667	70		23129	
ltheodorov@dambase.com	house	1227	70		65801	electric
ltheodorov@silis.com	house	683	74		97293	
lthreets@statholdings.com	apartment	1024	76	76	80925	electric,gas
lthreets@zoomit.com	townhome	937		73	42334	electric,gas,liquid fuel
ltimenez@conecom.com	townhome	1417	76	73	25560	
ltolfree@doncon.com	house	1554	74	71	48817	steam
ltomblin@konmatfix.com	house	876	68	73	76230	electric,gas
ltoyama@bioplex.com	house	1916	77		11205	electric,gas
ltoyama@plexzap.com	apartment	2046	68	72	33972	
ltoyama@singletechno.com	house	1722			38224	electric,gas
ltromblay@dambase.com	townhome	1187	73	72	92366	liquid fuel
ltromblay@openlane.com	condominium	44		72	79401	electric,gas
lupthegrove@cancity.com	apartment	1136	73		97604	electric
lupthegrove@dambase.com	apartment	2005	70		37208	gas
luyetake@zathunicon.com	modular home	574	69		48557	electric,gas
lvarriano@bioholding.com	condominium	1819	75	70	21556	electric,gas
lvenere@lexiqvolax.com	house	1676	68	72	36320	electric
lvenere@openlane.com	house	191	68	74	60625	gas
lvenere@scotfind.com	condominium	1386	73	73	74027	
lventura@donquadtech.com	townhome	1135	72	72	90093	gas
lventura@groovestreet.com	townhome	1622	74	73	92837	electric,gas
lventura@sunnamplex.com	house	1198	78	69	80434	
lvillanueva@blackzim.com	modular home	838	69	73	67622	electric
lvillanueva@hatfan.com	apartment	562			78729	gas
lvinning@zencorporation.com	house	1942	65	73	76357	electric
lvocelka@hatfan.com	modular home	264		68	21737	
lvonasek@gogozoom.com	apartment	1694	68	72	94061	electric
lvonasek@zencorporation.com	apartment	1366	68		12184	electric
lwaymire@rangreen.com	condominium	1090	76	75	04243	electric
lweirather@singletechno.com	house	3867		69	47955	
lweirather@streethex.com	modular home	129	73	74	61379	electric
lwenner@xx-zobam.com	condominium	1147	67	75	12224	electric
lwesterbeck@ontomedia.com	house	2133		73	92663	
lwieser@j-texon.com	house	2178	71	69	94131	electric
lwiklund@newex.com	condominium	999	75		28078	electric,gas
lwolfgramm@newex.com	house	892	69	73	47527	electric
lworlds@ron-tech.com	condominium	134	72	74	96720	electric
lworlds@y-corporation.com	house	2506			90680	
lwrinkles@hatfan.com	house	2359	76		22534	electric
lwrinkles@rundofase.com	modular home	36	67		63043	
lyaw@zencorporation.com	apartment	1272	74		42332	gas
lyglesias@stanredtax.com	house	835	75		32240	electric,gas
lyori@zoomit.com	townhome	1429		68	81082	electric,liquid fuel
lyum@green-plus.com	apartment	1598	71	72	33837	electric
lyum@kan-code.com	house	1799	65		71711	electric,gas
lyum@zencorporation.com	apartment	2239	70		73834	
lzagen@betatech.com	apartment	2189		75	01038	electric
lzane@condax.com	apartment	500	76		90074	electric
lzane@doncon.com	apartment	503	69	73	30553	steam
lzane@donquadtech.com	apartment	84	64	70	28333	gas
lzane@golddex.com	modular home	410		73	48750	steam
lzane@nam-zim.com	tiny house	169	69	71	35446	gas
lzurcher@blackzim.com	apartment	729	71		17964	gas
lzurcher@xx-zobam.com	modular home	551	76		72040	
macey@yearin.com	apartment	893		76	35814	electric,steam
magramonte@green-plus.com	townhome	1089	75	68	05343	electric,gas,steam
