household_email	appliance_number	manufacturer_name	model	appliance_type	energy_source	air_handler_types	rpm	eer	hspf	seer	tank_size	temperature	btu
hmoyd@donquadtech.com	2	Rebanackower Direct	Upwerpackan	air_handler		heatpump	740		18.8	50.9			10577
hmoyd@donquadtech.com	3	Emsipimax Holdings	Intinex	water_heater	electric						37.9	195	9905
hnayar@toughzap.com	1	Varfropan Holdings	Endpickegantor	water_heater	gas						25.3	111	6916
hnayar@toughzap.com	2	Dopsipentor Direct Corp.	Dopdimommor	air_handler	electric	heater	420						7515
hnayar@toughzap.com	3	Uptumin International Inc	Emeradover	air_handler	electric	heater	1420						9707
hnayar@toughzap.com	4	Cipbanover WorldWide	Inglibazz	air_handler	electric	heater	1830						7580
hnayar@toughzap.com	5	Thruweraquicator Holdings	Rewerackar	air_handler		heatpump	1740		19.8	46.9			7300
hnayar@toughzap.com	6	Monjubin		air_handler	gas	heater	450						11542
hnewville@groovestreet.com	1	Surjubar  Company	Raptanollazz	air_handler		air_conditioner,heatpump	1270	1.7	19.4	44.9			6660
hnewville@groovestreet.com	2	Dopwerpin	Qwidudewan	air_handler		air_conditioner	1820	1.2					4603
hnewville@groovestreet.com	3	Varpickex		air_handler		heatpump	570		23.0	44.2			4355
hnewville@statholdings.com	1	Tupvenonax		air_handler		heatpump	1280		23.4	49.7			11399
hnewville@statholdings.com	2	Bartumopover Direct Inc	Emglibadax	air_handler		air_conditioner	1190	4.9					8221
hnewville@statholdings.com	3	Cipfropax		air_handler		air_conditioner	930	2.0					10622
hnewville@statholdings.com	4	Supsipplower	Supglibedgin	water_heater	electric						51.2	90	9298
hohms@groovestreet.com	1	Emtinistor WorldWide Inc		water_heater	gas						53.2	151	18448
hpatak@fasehatice.com	1	Varerax Holdings Corp.	Rappickover	air_handler		air_conditioner	680	2.4					11305
hpelkowski@scottech.com	1	Rapsipupor International Company	Monbanollax	air_handler		air_conditioner	1470	3.3					11558
hperruzza@donquadtech.com	1	Frofropentor Holdings	Aderimazz	air_handler	gas	heater	1400						5311
hperruzza@donquadtech.com	2	Frowerpexentor Direct	Repebar	air_handler		heatpump	1710		18.9	36.3			6171
hperruzza@donquadtech.com	3	Raptanonan	Parmunommower	air_handler	electric	heater,heatpump,air_conditioner	1500	15.5	20.0	50.3			9576
hpinilla@streethex.com	1	Monhupinor Direct Inc	Wintanamower	air_handler	gas	heater	2010						14169
hpinilla@streethex.com	2	Adtumower International	Dopfropantor	water_heater	electric						43.2		7969
hpinilla@streethex.com	3	Indudan International		water_heater	electric						23.0	93	9210
hpoquette@toughzap.com	1	Emsapower  Corp.	Endtinommover	air_handler	electric	heater	1530						3111
hpoquette@toughzap.com	2	Tupkilplower Direct		air_handler	electric	heater,heatpump	2040		20.2	36.1			5443
hpoquette@toughzap.com	3	Retanar	Monquestexover	air_handler		heatpump	1660		19.0	29.0			4329
hpoquette@toughzap.com	4	Barsipicar Holdings Inc	Untumefan	air_handler	gas	heater,heatpump	1890		20.2	33.6			7043
hragel@sunnamplex.com	1	Haptanazz International	Barzapover	air_handler		air_conditioner	540	1.0					3102
hrantanen@nam-zim.com	1	Hapweristor Holdings		air_handler	electric	heater	910						7175
hrantanen@nam-zim.com	2	Unwerpimazz Direct	Lompickinor	air_handler	electric	heater	1830						7028
hrantanen@nam-zim.com	3	Uptumex International		air_handler	gas	heater	570						6659
hrantanen@nam-zim.com	4	Qwiquestentor  Company	Sursipiman	air_handler		heatpump	1210		14.3	41.5			8392
hregusters@zoomit.com	1	Endzapimistor	Monsapower	air_handler		air_conditioner	630	1.4					2121
hregusters@zoomit.com	2	Qwierentor Direct	Emjubaquower	air_handler	electric	heater	1660						2468
hregusters@zoomit.com	3	Endquestistor Direct	Barquestplin	air_handler		air_conditioner	1680	0.5					2067
hregusters@zoomit.com	4	Happebantor		water_heater	fuel oil						32.8	99	2865
hrhoden@zoomit.com	1	Parquestan WorldWide	Winwerpax	air_handler	gas	air_conditioner,heater	1800	1.1					2446
hrhoden@zoomit.com	2	Klitanplex Direct Company		air_handler		air_conditioner	1500	0.9					1555
hrhoden@zoomit.com	3	Bareredgantor Holdings Group	Tupkiledicator	air_handler		air_conditioner	1460	0.9					1170
hriden@betatech.com	1	Refropackentor Direct Company		air_handler		heatpump	460		19.8	50.1			8626
hriden@betatech.com	2	Varjubommistor Direct Group	Inglibepin	air_handler	gas	heatpump,heater	1540		27.3	51.6			10575
hriden@betatech.com	3	Doptanonantor WorldWide	Endsapollex	air_handler	thermosolar	heater	910						8812
hriden@dalttechnology.com	1	Adwerponantor  Inc	Doperazz	air_handler	gas	air_conditioner,heater,heatpump	620	4.0	19.9	40.7			7552
hriden@dalttechnology.com	2	Dopcadegax Holdings	Upwerpplicator	water_heater	electric						29.8	157	3284
hriden@dalttechnology.com	3	Tiperefex	Tupcadadover	air_handler	gas	air_conditioner,heater	1440	2.0					6394
hriden@dalttechnology.com	4	Retumicower	Upmunommower	air_handler		air_conditioner	680	2.2					3968
hriopelle@ron-tech.com	1	Endglibedin International		air_handler		air_conditioner,heatpump	460	2.7	24.4	42.3			8954
hriopelle@ron-tech.com	2	Varhupilor Holdings		air_handler	electric	air_conditioner,heater	1110	2.6					10605
hriopelle@ron-tech.com	3	Hapfropentor International Group		air_handler		heatpump	540		17.4	49.6			7790
hriopelle@ron-tech.com	4	Lomtanover Holdings	Tipzapar	water_heater	gas						42.0	136	7961
hriopelle@ron-tech.com	5	Endsipazz  Corp.	Truwerollor	air_handler		air_conditioner	1180	5.7					7044
hriopelle@ron-tech.com	6	Frowerupar	Tupquesticator	water_heater	electric						16.7		7518
hrodenberger@blackzim.com	1	Qwidimower International	Montinar	air_handler		air_conditioner	530	3.5					10650
hrodenberger@blackzim.com	2	Qwizapaquan  Inc	Tipnipan	air_handler	electric	heater	1090						11226
hrodenberger@blackzim.com	3	Dopjubimex International	Tupwerpax	water_heater	gas						66.4	151	12820
hrodenberger@blackzim.com	4	Suprobower Direct Group	Thrududplex	water_heater	electric						27.6	102	8578
hroyster@domzoom.com	1	Surmunamex WorldWide	Sursapexin	air_handler		heatpump	790		15.6	47.8			3554
hroyster@domzoom.com	2	Winglibower  Company	Lomdudepover	air_handler		heatpump	1510		16.7	42.0			3693
hroyster@domzoom.com	3	Klisapor International	Qwikilplax	air_handler		air_conditioner	1350	1.2					4095
hroyster@domzoom.com	4	Varsapower WorldWide	Trusapadex	air_handler		air_conditioner	1180	1.2					3886
hroyster@domzoom.com	5	Emdudistor	Parnipover	air_handler		heatpump	660		20.7	40.8			4427
hroyster@domzoom.com	6	Winnipazz International Group	Rappebin	air_handler	electric	heater	2080						4320
hroyster@domzoom.com	7	Surdimicator	Hapsapicentor	water_heater	electric						15.3	108	4163
hsahagun@scotfind.com	1	Bartinex Direct	Adsipan	water_heater	gas						39.3	91	6771
hsahagun@scotfind.com	2	Surtanover Direct Group	Zeesipamantor	air_handler		air_conditioner	1050	3.5					5143
hsahagun@scotfind.com	3	Qwiglibover International	Frosipefantor	air_handler		heatpump,air_conditioner	370	2.5	21.8	41.3			12154
hsahagun@scotfind.com	4	Klisipor	Klierollin	air_handler		heatpump	1890		28.4	29.1			6093
hsaulter@scotfind.com	1	Cippebentor WorldWide	Varrobinicator	air_handler		air_conditioner,heatpump	960	1.1	22.8	22.3			4968
hsaulter@scotfind.com	2	Qwivenepax Holdings	Tipbanicator	air_handler	electric	heater	1780						3706
hsaulter@scotfind.com	3	Thruquestegazz  Company	Enderower	air_handler	gas	heater	1280						2899
hsaulter@scotfind.com	4	Emjubex International Corp.	Cipjubax	air_handler		air_conditioner	2000	1.3					2854
hsaulter@scotfind.com	5	Thrurobicar WorldWide	Adsipanex	air_handler		heatpump	1980		23.5	59.7			3247
hsaulter@scotfind.com	6	Grosapantor Direct	Resiponan	air_handler	electric	heatpump,heater	1240		16.1	49.9			5579
hsaylors@opentech.com	1	Parfropicator International	Winglibinicator	water_heater	fuel oil						14.3		9533
hsaylors@plusstrip.com	1	Redudefazz International Corp.	Klivenollor	water_heater	gas						38.7	127	5862
hsaylors@plusstrip.com	2	Parsipicator  Company		air_handler		heatpump	590		21.6	51.6			4802
hsaylors@plusstrip.com	3	Uptumex International	Advenopin	air_handler	electric	air_conditioner,heater	1110	1.6					6288
hschnitzler@newex.com	1	Montanilax International Corp.	Monkilistor	air_handler		heatpump	1020		25.8	54.4			6599
hschnitzler@newex.com	2	Sursipewentor	Zeeglibilistor	air_handler	electric	air_conditioner,heater	1920	4.5					8339
hschnitzler@newex.com	3	Emjubex International Corp.	Supsapexin	air_handler	electric	heater	920						6687
hschoeneck@donquadtech.com	1	Requestonan Direct Corp.	Qwifropan	air_handler		heatpump	1940		21.2	29.3			13094
hscriven@green-plus.com	1	Mondimaquan Direct	Intanar	air_handler	gas	heater	770						5826
hscriven@green-plus.com	2	Barpickepex International Inc	Emfropower	air_handler	electric	heater	1850						6613
hscriven@green-plus.com	3	Supsipplower	Indimonax	air_handler	electric	air_conditioner,heater	370	2.2					14399
hsengbusch@goodsilron.com	1	Endgliban	Frotumefex	water_heater	electric						99.7		10884
hsetter@bioplex.com	1	Surdimicator	Inhupegistor	air_handler		heatpump	1300		21.9	30.4			7122
hsetter@bioplex.com	2	Lomhupax Direct	Unsapimistor	water_heater	electric						12.0	91	8714
hsetter@bioplex.com	3	Unquestistor WorldWide	Monweregor	air_handler		air_conditioner	920	2.4					7764
hshin@donquadtech.com	1	Truzapazz Direct	Barjubentor	air_handler		heatpump	990		21.5	56.4			8197
hstaback@plussunin.com	1	Rappickover WorldWide Company	Cipbanor	air_handler	electric	heater,air_conditioner	1230	2.7					10412
hstimmel@bioholding.com	1	Winglibower  Company	Zeedimin	air_handler		heatpump	1280		19.3	47.8			1475
hstimmel@bioholding.com	2	Rapjubepower WorldWide	Emeranax	air_handler		air_conditioner	1810	1.4					2036
hstimmel@bioholding.com	3	Grocadollan International	Undudin	air_handler		air_conditioner	1850	0.9					1898
hstoltzman@mathtouch.com	1	Winglibplazz International Corp.	Cippebollover	water_heater	fuel oil						71.3	109	12497
hstoltzman@mathtouch.com	2	Tipfropaquin Holdings Company	Unsipefistor	air_handler		air_conditioner	1980	2.0					10393
hstoltzman@mathtouch.com	3	Surwerantor International Company		air_handler	gas	heater	1360						9381
hstorment@treequote.com	1	Requestonan Direct Corp.	Inmunantor	air_handler	electric	heater	1410						13323
hsuell@donquadtech.com	1	Raptinefazz	Trusapax	air_handler		air_conditioner,heatpump	900	2.4	19.6	44.9			7026
hsuffield@isdom.com	1	Grosipover Direct	Rapjubepantor	water_heater	electric						12.7	203	14435
hsuffield@isdom.com	2	Cipmunonover Holdings	Winvenopor	air_handler		heatpump	710		27.0	51.8			13836
hsuffield@isdom.com	3	Inrobentor WorldWide	Cipbanazz	air_handler	electric	heater	560						10380
hsuffield@isdom.com	4	Grocadan WorldWide Company	Varbanplin	air_handler	gas	heater	1080						12650
hsyrop@domzoom.com	1	Fropebollax WorldWide Group	Upzapommax	water_heater	electric						11.9	123	11858
hsyrop@domzoom.com	2	Cipbanover WorldWide	Endcadanistor	air_handler	electric	heater	1330						11288
hsyrop@domzoom.com	3	Froroban	Klivenefin	air_handler		heatpump	1980		18.1	53.9			9866
hsyrop@domzoom.com	4	Emrobackicator	Upbanamar	air_handler	gas	heater	1290						8582
htagala@statholdings.com	1	Endpickower  Group	Surdudommar	water_heater	electric						22.2	196	7183
htagala@statholdings.com	2	Doptanex International Company	Tiptanedor	air_handler	gas	heater	1780						6478
htagala@statholdings.com	3	Vartanicator  Group	Zeequestanax	air_handler	electric	heater	1070						5397
htagala@statholdings.com	4	Tipsapopex WorldWide	Infropilax	air_handler	gas	heater	1590						6274
hthreets@finhigh.com	1	Rapfropistor Direct		air_handler		heatpump	1940		22.6	32.8			9289
htomblin@lexiqvolax.com	1	Varzapicator Direct Corp.	Tiptanegor	air_handler		heatpump	1940		16.8	30.9			6665
htomblin@lexiqvolax.com	2	Rapnipegex International	Lomdimupazz	air_handler		heatpump	740		23.2	24.5			6588
htomblin@lexiqvolax.com	3	Thruvenan International	Tuptaninin	air_handler		heatpump	880		23.2	19.9			6655
hvanausdal@betatech.com	1	Qwipickan International Corp.	Zeejubilentor	air_handler		air_conditioner,heatpump	1390	1.8	27.3	42.8			6003
hvonasek@konmatfix.com	1	Endsipepazz Direct	Groerex	water_heater	gas						17.9		8724
hwalthall@nam-zim.com	1	Froroban	Truwerpackover	air_handler		air_conditioner	1290	1.1					5218
hwalthall@nam-zim.com	2	Emtanopex Holdings	Zeenipover	air_handler	electric	heatpump,heater	1010		19.6	35.7			9225
hwalthall@nam-zim.com	3	Barpickepex International Inc	Requestar	air_handler		air_conditioner	840	1.4					5516
hwalthall@nam-zim.com	4	Monnipistor	Rapsapican	water_heater	fuel oil						25.1		6538
hwalthall@nam-zim.com	5	Grotinackover WorldWide	Emsipollex	air_handler		heatpump	390		21.6	49.0			6568
hwalthall@nam-zim.com	6	Bartanefin International	Trunipicator	water_heater	electric						82.7	109	5964
hwildfong@plexzap.com	1	Uphupentor Holdings	Frosapan	water_heater	fuel oil						11.4	289	5802
hwolny@rantouch.com	1	Montanex International	Qwidudepistor	air_handler		air_conditioner	1170	1.9					6418
hyglesias@bioholding.com	1	Fropebepantor  Inc	Truwerpicator	air_handler	electric	air_conditioner,heater	1760	1.4					2593
iarias@gogozoom.com	1	Monzapupin Direct Company	Grobaninantor	air_handler	gas	heater	1590						4063
iarias@gogozoom.com	2	Klisapackistor	Tupwerimover	air_handler	thermosolar	air_conditioner,heatpump,heater	950	4.2	23.3	47.4			9663
iarias@gogozoom.com	3	Dopzapicex Holdings Group		air_handler		heatpump	1120		30.7	50.4			5687
iarias@gogozoom.com	4	Tipdudonan WorldWide	Doperewin	air_handler		heatpump	1220		18.4	55.1			5808
iarias@stanredtax.com	1	Rapvenor WorldWide Group	Emjubover	water_heater	electric						17.3		16778
ibaltimore@donware.com	1	Tipfropefax		air_handler	gas	heater	830						4685
ibaltimore@donware.com	2	Windimax WorldWide Corp.	Barrobexar	water_heater	gas						39.6	100	4913
ibaltimore@donware.com	3	Lombanex WorldWide	Tiptanax	air_handler	electric	heater,heatpump	590		21.8	51.0			9660
ibitsuie@stanredtax.com	1	Retumopicator International	Endcadinazz	air_handler		heatpump	1460		26.2	40.3			8815
iborgman@yearin.com	1	Varwerilicator	Thrufropewor	air_handler	electric	heater,heatpump	1140		17.6	27.6			7110
icampain@stanredtax.com	1	Lomtumower Holdings Corp.		air_handler	thermosolar	heater	1510						2418
icampain@stanredtax.com	2	Uppickax Holdings Inc	Adpebimin	air_handler	gas	air_conditioner,heater	2030	1.2					3851
icampain@stanredtax.com	3	Cipcadollan International	Klizapupax	air_handler		heatpump	2020		24.5	51.6			1663
icampain@stanredtax.com	4	Varcadilax Direct	Emweran	air_handler		air_conditioner	640	0.7					1724
icampain@stanredtax.com	5	Fropebollax WorldWide Group		water_heater	fuel oil						13.3		1898
icampain@stanredtax.com	6	Tupvenonax		air_handler		air_conditioner	1690	1.2					2101
icartan@zoomit.com	1	Remunedicator		water_heater	gas						58.3		2147
icartan@zoomit.com	2	Grojubax  Inc	Parmunaquax	air_handler		heatpump	850		24.3	43.3			1965
icartan@zoomit.com	3	Thrukilopor International	Doprobaquan	air_handler	electric	heater	1300						1814
icartan@zoomit.com	4	Thrusapentor WorldWide	Tupwerackicator	water_heater	electric						30.4	107	1447
icartan@zoomit.com	5	Adquestin International	Requestinover	air_handler	electric	heater	1730						2078
icartan@zoomit.com	6	Barpickepex International Inc	Barnipover	air_handler		air_conditioner	660	0.4					2013
icartan@zoomit.com	7	Surerepin Direct Corp.	Hapdimepax	air_handler	electric	heater	2000						1883
icartan@zoomit.com	8	Parpickin International	Tipjubower	air_handler	gas	heatpump,heater	1870		22.9	47.7			3732
icartan@zoomit.com	9	Varquestentor Direct	Monquesticin	air_handler	electric	heatpump,heater	1860		29.9	38.7			3066
icetta@finhigh.com	1	Inbanower Holdings		air_handler		air_conditioner	560	1.0					5541
icetta@finhigh.com	2	Parmunexower	Klicadaquax	air_handler		air_conditioner	520	1.6					4931
icetta@finhigh.com	3	Parkilicentor International		water_heater	gas						15.9	117	5571
icolaizzo@plussunin.com	1	Unpebaquover Holdings	Tipfropor	air_handler	electric	air_conditioner,heater	1180	3.4					14661
icookey@sonron.com	1	Qwiquestentor  Company	Rapdudantor	air_handler		air_conditioner,heatpump	660	3.2	20.2	62.9			9089
icookey@sonron.com	2	Doptaninin Holdings Inc	Qwitanupan	air_handler	electric	heater	1250						5704
icookey@sonron.com	3	Truzapar Holdings Corp.		air_handler		air_conditioner	360	4.6					5486
idelasancha@mathtouch.com	1	Tippebantor WorldWide		air_handler		air_conditioner	880	4.5					11521
idilliard@konmatfix.com	1	Unrobomman WorldWide		air_handler		air_conditioner	1260	2.5					10722
idilliard@konmatfix.com	2	Truzapentor Holdings	Fropickewar	water_heater	electric						11.7	170	9716
idilliard@konmatfix.com	3	Unroban Holdings Company	Supzapimin	air_handler	electric	heater	1580						10802
iferencz@conecom.com	1	Unwerinan Direct	Emvenax	air_handler		heatpump	1910		19.6	58.2			4933
iferencz@conecom.com	2	Parquestilicator WorldWide Corp.	Varjubaquan	air_handler		air_conditioner	1020	2.1					5162
iferencz@conecom.com	3	Varrobegower  Company	Refropollar	air_handler	electric	heater	900						3852
iferencz@conecom.com	4	Supjubopistor Holdings Group	Dopjubplar	water_heater	gas						19.7	130	5056
ifrerking@groovestreet.com	1	Frowerupar	Parhupax	air_handler	gas	air_conditioner,heater,heatpump	1690	5.8	23.2	39.7			4245
ifrerking@groovestreet.com	2	Winjubentor Direct Group	Unjubefax	air_handler		air_conditioner	910	1.9					4161
ifrerking@groovestreet.com	3	Dopvenonazz WorldWide	Supwerpanex	air_handler		heatpump	1430		20.6	27.1			4215
ifrey@yearin.com	1	Barnipentor	Grohupentor	air_handler		air_conditioner	1930	2.1					5569
ifrey@yearin.com	2	Varkilamover WorldWide		air_handler	gas	heater	1910						4983
ifrey@yearin.com	3	Tiperex  Group	Zeedimaquower	air_handler	gas	heatpump,heater	1280		23.2	41.4			7808
igillian@zotware.com	1	Lombanedgan	Parkilommover	air_handler	gas	heater	750						14183
ihalsey@dontechi.com	1	Adzapex Direct Group	Hapglibower	air_handler	electric	heater	1400						7106
ihalsey@dontechi.com	2	Qwicadplentor Holdings	Frowerpexex	air_handler		air_conditioner	1430	1.4					8175
ihalsey@dontechi.com	3	Kliwerimazz Holdings Group		air_handler		air_conditioner	920	9.6					4861
ihamilton@scotfind.com	1	Adkililar Holdings Company	Raperopentor	air_handler	electric	heater,heatpump	470		23.9	39.7			4538
ihamilton@scotfind.com	2	Adquestower Direct Company	Barvenopower	water_heater	fuel oil						16.2	114	2618
ihamilton@scotfind.com	3	Intanimax International Company	Monfropinazz	air_handler		air_conditioner,heatpump	2000	1.1	21.2	42.3			4894
iiturbide@y-corporation.com	1	Supfropan Direct		air_handler	electric	heater	2080						9759
